clae6,letra,clae6_desc,letra_desc
141120,C,"Confección de ropa de trabajo, uniformes y guardapolvos ",INDUSTRIA MANUFACTURERA
141130,C,Confección de prendas de vestir para bebés y niños,INDUSTRIA MANUFACTURERA
141202,C,Confección de prendas de vestir de cuero,INDUSTRIA MANUFACTURERA
141191,C,Fabricación de accesorios de vestir excepto de cuero,INDUSTRIA MANUFACTURERA
152021,C,"Fabricación de calzado de materiales n.c.p., excepto calzado deportivo y ortopédico ",INDUSTRIA MANUFACTURERA
152011,C,"Fabricación de calzado de cuero, excepto calzado deportivo y ortopédico ",INDUSTRIA MANUFACTURERA
152031,C,Fabricación de calzado deportivo,INDUSTRIA MANUFACTURERA
151100,C,Curtido y terminación de cueros,INDUSTRIA MANUFACTURERA
152040,C,Fabricación de partes de calzado,INDUSTRIA MANUFACTURERA
151200,C,"Fabricación de maletas, bolsos de mano y similares, artículos de talabartería y artículos de cuero n.c.p.",INDUSTRIA MANUFACTURERA
161002,C,Aserrado y cepillado de madera implantada,INDUSTRIA MANUFACTURERA
162903,C,Fabricación de productos de corcho,INDUSTRIA MANUFACTURERA
162100,C,"Fabricación de hojas de madera para enchapado, fabricación de tableros contrachapados, tableros laminados, tableros de partículas y tableros y paneles n.c.p. (Incluye la fabricación de madera terciada y  machimbre)",INDUSTRIA MANUFACTURERA
162202,C,Fabricación de viviendas prefabricadas de madera,INDUSTRIA MANUFACTURERA
162909,C,"Fabricación de productos de madera n.c.p, fabricación de artículos de paja y materiales trenzables (Incluye enmarcado de cuadros, carpintería cuando no explicita especialidad)",INDUSTRIA MANUFACTURERA
162901,C,Fabricación de ataúdes,INDUSTRIA MANUFACTURERA
161001,C,Aserrado y cepillado de madera  nativa,INDUSTRIA MANUFACTURERA
162902,C,Fabricación de artículos de madera en tornerías,INDUSTRIA MANUFACTURERA
162300,C,Fabricación de recipientes de madera,INDUSTRIA MANUFACTURERA
162201,C,Fabricación de aberturas y estructuras de madera para la construcción,INDUSTRIA MANUFACTURERA
170201,C,Fabricación de papel ondulado y envases de papel,INDUSTRIA MANUFACTURERA
170102,C,Fabricación de papel y cartón excepto envases,INDUSTRIA MANUFACTURERA
170101,C,Fabricación de pasta de madera,INDUSTRIA MANUFACTURERA
170202,C,Fabricación de cartón ondulado y envases de cartón,INDUSTRIA MANUFACTURERA
170910,C,Fabricación de artículos de papel y cartón de uso doméstico e higiénico sanitario,INDUSTRIA MANUFACTURERA
170990,C,Fabricación de artículos de papel y cartón n.c.p. (No incluye el papel de lija:  239900),INDUSTRIA MANUFACTURERA
182000,C,Reproducción de grabaciones,INDUSTRIA MANUFACTURERA
181109,C,"Impresión n.c.p., excepto de diarios y revistas",INDUSTRIA MANUFACTURERA
181200,C,Servicios relacionados con la impresión,INDUSTRIA MANUFACTURERA
181101,C,Impresión de diarios y revistas,INDUSTRIA MANUFACTURERA
192000,C,Fabricación de productos de la refinación del petróleo,INDUSTRIA MANUFACTURERA
191000,C,Fabricación de productos de hornos de coque,INDUSTRIA MANUFACTURERA
201300,C,Fabricación de abonos y compuestos de nitrógeno,INDUSTRIA MANUFACTURERA
201401,C,Fabricación de resinas y cauchos sintéticos,INDUSTRIA MANUFACTURERA
202101,C,"Fabricación de insecticidas, plaguicidas y  productos químicos de uso agropecuario ",INDUSTRIA MANUFACTURERA
203000,C,Fabricación de fibras manufacturadas,INDUSTRIA MANUFACTURERA
204000,C,Servicios industriales para la fabricación de sustancias y productos químicos,INDUSTRIA MANUFACTURERA
201190,C,"Fabricación de materias químicas orgánicas básicas n.c.p. (Incluye la fabricación de alcoholes excepto el etílico,  sustancias químicas para la elaboración de sustancias plásticas, carbón vegetal, etc.)",INDUSTRIA MANUFACTURERA
202200,C,"Fabricación de pinturas, barnices y productos de revestimiento similares, tintas de imprenta y masillas",INDUSTRIA MANUFACTURERA
201120,C,Fabricación de curtientes naturales y sintéticos,INDUSTRIA MANUFACTURERA
201140,C,"Fabricación de combustible nuclear, sustancias y materiales radiactivos",INDUSTRIA MANUFACTURERA
202312,C,Fabricación de jabones y detergentes,INDUSTRIA MANUFACTURERA
202908,C,"Fabricación de productos químicos n.c.p. (Incluye la producción de aceites esenciales, tintas excepto para imprenta, etc.)",INDUSTRIA MANUFACTURERA
202311,C,"Fabricación de preparados para limpieza, pulido y saneamiento ",INDUSTRIA MANUFACTURERA
202320,C,"Fabricación de cosméticos, perfumes y  productos de higiene y tocador",INDUSTRIA MANUFACTURERA
201130,C,"Fabricación de materias colorantes básicas, excepto pigmentos preparados",INDUSTRIA MANUFACTURERA
201210,C,Fabricación de alcohol,INDUSTRIA MANUFACTURERA
201110,C,Fabricación de gases industriales y medicinales comprimidos o licuados,INDUSTRIA MANUFACTURERA
201220,C,Fabricación de biocombustibles excepto alcohol,INDUSTRIA MANUFACTURERA
201409,C,Fabricación de materias plásticas en formas primarias n.c.p.,INDUSTRIA MANUFACTURERA
202907,C,"Fabricación de colas, adhesivos, aprestos y cementos excepto los odontológicos obtenidos de sustancias minerales y vegetales",INDUSTRIA MANUFACTURERA
202906,C,Fabricación de explosivos y productos de pirotecnia,INDUSTRIA MANUFACTURERA
201180,C,Fabricación de materias químicas inorgánicas básicas n.c.p.,INDUSTRIA MANUFACTURERA
210030,C,Fabricación de sustancias químicas para la elaboración de medicamentos,INDUSTRIA MANUFACTURERA
210020,C,Fabricación de medicamentos de uso veterinario,INDUSTRIA MANUFACTURERA
210010,C,Fabricación de medicamentos de uso humano y productos farmacéuticos,INDUSTRIA MANUFACTURERA
210090,C,Fabricación de productos de laboratorio y productos botánicos de uso farmaceútico n.c.p.,INDUSTRIA MANUFACTURERA
222010,C,Fabricación de envases plásticos,INDUSTRIA MANUFACTURERA
221120,C,Recauchutado y renovación de cubiertas,INDUSTRIA MANUFACTURERA
221110,C,Fabricación de cubiertas y cámaras,INDUSTRIA MANUFACTURERA
222090,C,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",INDUSTRIA MANUFACTURERA
221901,C,Fabricación de  autopartes de caucho excepto cámaras y cubiertas,INDUSTRIA MANUFACTURERA
221909,C,Fabricación  de productos de caucho n.c.p.,INDUSTRIA MANUFACTURERA
239201,C,Fabricación de ladrillos,INDUSTRIA MANUFACTURERA
239100,C,Fabricación de productos de cerámica refractaria,INDUSTRIA MANUFACTURERA
239593,C,"Fabricación de artículos de cemento, fibrocemento y yeso excepto hormigón y mosaicos",INDUSTRIA MANUFACTURERA
239422,C,Elaboración de cal,INDUSTRIA MANUFACTURERA
239421,C,Elaboración de  yeso,INDUSTRIA MANUFACTURERA
239592,C,Fabricación de premoldeadas para la construcción,INDUSTRIA MANUFACTURERA
239900,C,"Fabricación de productos minerales no metálicos n.c.p. (Incluye la fabricación de abrasivos, lijas, membranas asfálticas, etc.)",INDUSTRIA MANUFACTURERA
239399,C,Fabricación de artículos de cerámica no refractaria para uso no estructural n.c.p.,INDUSTRIA MANUFACTURERA
239310,C,Fabricación de artículos sanitarios de cerámica,INDUSTRIA MANUFACTURERA
239209,C,Fabricación de productos de arcilla y cerámica no refractaria para uso estructural n.c.p.,INDUSTRIA MANUFACTURERA
239391,C,Fabricación de objetos cerámicos para uso doméstico excepto artefactos sanitarios,INDUSTRIA MANUFACTURERA
231090,C,Fabricación de productos de vidrio n.c.p.,INDUSTRIA MANUFACTURERA
239600,C,"Corte, tallado y acabado de la piedra (Incluye mármoles y granitos, etc.)",INDUSTRIA MANUFACTURERA
239510,C,Fabricación de mosaicos,INDUSTRIA MANUFACTURERA
239591,C,Elaboración de hormigón,INDUSTRIA MANUFACTURERA
239202,C,Fabricación de revestimientos cerámicos,INDUSTRIA MANUFACTURERA
239410,C,Elaboración de cemento,INDUSTRIA MANUFACTURERA
231010,C,Fabricación de envases de vidrio,INDUSTRIA MANUFACTURERA
231020,C,Fabricación y elaboración de vidrio plano,INDUSTRIA MANUFACTURERA
243100,C,Fundición de hierro y acero,INDUSTRIA MANUFACTURERA
241001,C,"Laminación y estirado. Producción de lingotes, planchas o barras fabricadas por operadores independientes",INDUSTRIA MANUFACTURERA
243200,C,Fundición de metales no ferrosos,INDUSTRIA MANUFACTURERA
241009,C,Fabricación en industrias básicas de productos de hierro y acero n.c.p. (Incluye la producción de hojalata),INDUSTRIA MANUFACTURERA
242090,C,Fabricación de productos primarios de metales preciosos y metales no ferrosos n.c.p. y sus semielaborados,INDUSTRIA MANUFACTURERA
242010,C,Elaboración de aluminio primario y semielaborados de aluminio,INDUSTRIA MANUFACTURERA
259910,C,Fabricación de envases metálicos,INDUSTRIA MANUFACTURERA
259302,C,Fabricación de artículos de cuchillería y utensillos de mesa y de cocina,INDUSTRIA MANUFACTURERA
259301,C,Fabricación de herramientas manuales y sus accesorios,INDUSTRIA MANUFACTURERA
259991,C,Fabricación de tejidos de alambre,INDUSTRIA MANUFACTURERA
251200,C,"Fabricación de tanques, depósitos y recipientes de metal (Incluye la fabricación de silos)",INDUSTRIA MANUFACTURERA
251300,C,Fabricación de generadores de vapor,INDUSTRIA MANUFACTURERA
259992,C,Fabricación de cajas de seguridad,INDUSTRIA MANUFACTURERA
251101,C,Fabricación de carpintería metálica,INDUSTRIA MANUFACTURERA
251102,C,Fabricación de productos metálicos para uso estructural,INDUSTRIA MANUFACTURERA
259993,C,Fabricación de productos metálicos de tornería y/o matricería,INDUSTRIA MANUFACTURERA
259200,C,Tratamiento y revestimiento de metales y trabajos de metales en general,INDUSTRIA MANUFACTURERA
259100,C,"Forjado, prensado, estampado y laminado de metales, pulvimetalurgia",INDUSTRIA MANUFACTURERA
259309,C,"Fabricación de cerraduras, herrajes y artículos de ferretería n.c.p.",INDUSTRIA MANUFACTURERA
252000,C,Fabricación de armas y municiones,INDUSTRIA MANUFACTURERA
259999,C,Fabricación de productos elaborados de metal n.c.p.,INDUSTRIA MANUFACTURERA
261000,C,Fabricación de componentes electrónicos,INDUSTRIA MANUFACTURERA
262000,C,Fabricación de equipos y productos informáticos,INDUSTRIA MANUFACTURERA
265200,C,Fabricación de relojes,INDUSTRIA MANUFACTURERA
263000,C,Fabricación  de equipos de comunicaciones y transmisores de radio y televisión,INDUSTRIA MANUFACTURERA
268000,C,"Fabricación de soportes ópticos y magnéticos (Incluye CD, disquetes, cintas magnéticas, tarjetas magnetizadas, etc.)",INDUSTRIA MANUFACTURERA
265102,C,Fabricación de equipo de control de procesos industriales,INDUSTRIA MANUFACTURERA
266010,C,"Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos principalmente electrónicos y/o eléctricos (Incluye equipos de laboratorio, esterilizadores, paneles para observación de radiografías, tornos, etc.)",INDUSTRIA MANUFACTURERA
266090,C,"Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos n.c.p. (Incluye prótesis, aparatos ortopédicos, materiales para fracturas, etc.)",INDUSTRIA MANUFACTURERA
267001,C,Fabricación de equipamiento e instrumentos ópticos y sus accesorios,INDUSTRIA MANUFACTURERA
264000,C,"Fabricación de receptores de radio y televisión, aparatos de grabación y reproducción de sonido y video, y productos conexos",INDUSTRIA MANUFACTURERA
265101,C,"Fabricación de instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, excepto el equipo de control de procesos industriales ",INDUSTRIA MANUFACTURERA
267002,C,"Fabricación de aparatos y accesorios para fotografía excepto películas, placas y papeles sensibles",INDUSTRIA MANUFACTURERA
271020,C,Fabricación de aparatos de distribución y control de la energía eléctrica,INDUSTRIA MANUFACTURERA
273190,C,Fabricación de hilos y cables aislados n.c.p.,INDUSTRIA MANUFACTURERA
273110,C,Fabricación de cables de fibra óptica,INDUSTRIA MANUFACTURERA
275092,C,"Fabricación de planchas, calefactores, hornos eléctricos, tostadoras y otros aparatos generadores de calor",INDUSTRIA MANUFACTURERA
275099,C,"Fabricación de aparatos de uso doméstico n.c.p. (Incluye enceradoras, pulidoras, batidoras, licuadoras y similares)",INDUSTRIA MANUFACTURERA
274000,C,Fabricación de lámparas eléctricas y equipo de iluminación,INDUSTRIA MANUFACTURERA
275020,C,"Fabricación de heladeras, freezers, lavarropas y secarropas",INDUSTRIA MANUFACTURERA
271010,C,"Fabricación de motores, generadores y transformadores eléctricos",INDUSTRIA MANUFACTURERA
272000,C,"Fabricación de acumuladores, pilas y baterías primarias",INDUSTRIA MANUFACTURERA
279000,C,Fabricación  de equipo eléctrico n.c.p.,INDUSTRIA MANUFACTURERA
275010,C,"Fabricación de cocinas, calefones, estufas y calefactores no eléctricos",INDUSTRIA MANUFACTURERA
275091,C,"Fabricación de ventiladores, extractores de aire, aspiradoras y similares",INDUSTRIA MANUFACTURERA
281301,C,"Fabricación de compresores, grifos y válvulas",INDUSTRIA MANUFACTURERA
281700,C,"Fabricación de maquinaria y equipo de oficina, excepto equipo informático",INDUSTRIA MANUFACTURERA
282130,C,Fabricación de implementos de uso agropecuario,INDUSTRIA MANUFACTURERA
282200,C,Fabricación de máquinas herramienta,INDUSTRIA MANUFACTURERA
281900,C,"Fabricación de  maquinaria y equipo de uso general n.c.p. (Incluye la fabricación de equipos de aire acondicionado, matafuegos, etc.)",INDUSTRIA MANUFACTURERA
281500,C,"Fabricación de hornos, hogares y quemadores",INDUSTRIA MANUFACTURERA
282909,C,Fabricación de maquinaria y equipo de uso especial n.c.p.,INDUSTRIA MANUFACTURERA
282500,C,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",INDUSTRIA MANUFACTURERA
282300,C,Fabricación de maquinaria metalúrgica,INDUSTRIA MANUFACTURERA
282120,C,Fabricación de maquinaria y equipo de uso agropecuario y forestal,INDUSTRIA MANUFACTURERA
282400,C,"Fabricación de maquinaria para la explotación de minas y canteras y para obras de construcción (Incluye la fabricación de máquinas y equipos viales, equipos para la extracción de petróleo y gas, etc.)",INDUSTRIA MANUFACTURERA
282901,C,Fabricación de maquinaria para la industria del papel y las artes gráficas,INDUSTRIA MANUFACTURERA
281100,C,"Fabricación  de  motores  y  turbinas,  excepto  motores  para aeronaves, vehículos automotores   y motocicletas",INDUSTRIA MANUFACTURERA
281201,C,Fabricación de bombas,INDUSTRIA MANUFACTURERA
281400,C,"Fabricación de cojinetes, engranajes, trenes de engranaje y piezas de transmisión",INDUSTRIA MANUFACTURERA
282110,C,Fabricación de tractores,INDUSTRIA MANUFACTURERA
281600,C,"Fabricación de maquinaria y equipo de elevación y manipulación (Incluye la fabricación de ascensores, escaleras mecánicas, montacargas, etc.)",INDUSTRIA MANUFACTURERA
282600,C,"Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros",INDUSTRIA MANUFACTURERA
293090,C,"Fabricación de partes, piezas y accesorios para vehículos automotores y sus motores n.c.p.",INDUSTRIA MANUFACTURERA
293011,C,Rectificación de motores,INDUSTRIA MANUFACTURERA
291000,C,Fabricación de vehículos automotores (Incluye la fabricación de motores para automotores),INDUSTRIA MANUFACTURERA
292000,C,"Fabricación de carrocerías para vehículos automotores, fabricación de remolques y semirremolques",INDUSTRIA MANUFACTURERA
309900,C,Fabricación de equipo de transporte n.c.p.,INDUSTRIA MANUFACTURERA
301200,C,Construcción y reparación de embarcaciones de recreo y deporte,INDUSTRIA MANUFACTURERA
309200,C,Fabricación de bicicletas y de sillones de ruedas ortopédicos,INDUSTRIA MANUFACTURERA
309100,C,Fabricación de motocicletas,INDUSTRIA MANUFACTURERA
301100,C,Construcción y reparación de buques (Incluye construcción de estructuras flotantes),INDUSTRIA MANUFACTURERA
302000,C,Fabricación y reparación de locomotoras y de material rodante para transporte ferroviario,INDUSTRIA MANUFACTURERA
303000,C,Fabricación y reparación de aeronaves,INDUSTRIA MANUFACTURERA
310020,C,"Fabricación de muebles y partes de muebles, excepto los que son principalmente de madera (metal, plástico, etc.)",INDUSTRIA MANUFACTURERA
310010,C,"Fabricación de muebles y partes de muebles, principalmente de madera",INDUSTRIA MANUFACTURERA
310030,C,Fabricación de somieres y colchones,INDUSTRIA MANUFACTURERA
321020,C,Fabricación de bijouterie (Incluye la fabricación de joyas de fantasía y accesorios similares),INDUSTRIA MANUFACTURERA
329010,C,"Fabricación de lápices, lapiceras,  bolígrafos, sellos y artículos similares para oficinas y artistas",INDUSTRIA MANUFACTURERA
329090,C,"Industrias manufactureras n.c.p. (Incluye fabricación de paraguas, termos, pelucas, etc.)",INDUSTRIA MANUFACTURERA
329040,C,"Fabricación de equipo de protección y seguridad, excepto calzado",INDUSTRIA MANUFACTURERA
321011,C,Fabricación de joyas finas y artículos conexos,INDUSTRIA MANUFACTURERA
321012,C,Fabricación de objetos de platería,INDUSTRIA MANUFACTURERA
322001,C,Fabricación de instrumentos de música,INDUSTRIA MANUFACTURERA
324000,C,Fabricación de juegos y juguetes,INDUSTRIA MANUFACTURERA
329020,C,"Fabricación de escobas, cepillos y pinceles ",INDUSTRIA MANUFACTURERA
329030,C,"Fabricación de carteles, señales e indicadores  -eléctricos o no-",INDUSTRIA MANUFACTURERA
323001,C,"Fabricación de artículos de deporte (Incluye equipos de deporte para gimnasia y campos de juegos, equipos de pesca y camping, etc., excepto indumentaria deportiva: 141040)",INDUSTRIA MANUFACTURERA
331400,C,Reparación y mantenimiento de maquinaria y aparatos eléctricos,INDUSTRIA MANUFACTURERA
331301,C,"Reparación y mantenimiento de instrumentos médicos, ópticos y de precisión, equipo fotográfico, aparatos para medir, ensayar o navegar, relojes, excepto para uso personal o doméstico",INDUSTRIA MANUFACTURERA
331900,C,Reparación y mantenimiento de máquinas y equipo n.c.p.,INDUSTRIA MANUFACTURERA
331290,C,Reparación y mantenimiento de maquinaria de uso especial n.c.p.,INDUSTRIA MANUFACTURERA
331210,C,Reparación y mantenimiento de maquinaria de uso general,INDUSTRIA MANUFACTURERA
331101,C,"Reparación y mantenimiento de productos de metal, excepto maquinaria y equipo",INDUSTRIA MANUFACTURERA
331220,C,Reparación y mantenimiento de maquinaria y equipo de uso agropecuario y forestal,INDUSTRIA MANUFACTURERA
332000,C,Instalación de maquinaria y equipos industriales,INDUSTRIA MANUFACTURERA
351310,D,Comercio mayorista de energía eléctrica,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO"
351110,D,"Generación de energía térmica convencional (Incluye la producción de energía eléctrica mediante máquinas turbo-gas, turbo vapor, ciclo combinado y turbo diesel)","SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO"
351130,D,Generación de energía hidráulica (Incluye la producción de energía eléctrica mediante centrales de bombeo),"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO"
352010,D,Fabricación de gas y procesamiento de gas natural,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO"
351201,D,Transporte de energía eléctrica,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO"
351190,D,"Generación de energía n.c.p. (Incluye la producción de energía eléctrica mediante fuentes de energía solar, biomasa, eólica, geotérmica, mareomotriz, etc.)","SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO"
351320,D,Distribución de energía eléctrica,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO"
353001,D,Suministro de vapor y aire acondicionado,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO"
351120,D,Generación de energía térmica nuclear (Incluye la producción de energía eléctrica mediante combustible nuclear),"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO"
352020,D,Distribución de combustibles gaseosos por tuberías (No incluye el transporte por gasoductos),"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO"
360020,E,"Captación, depuración y distribución de agua de fuentes superficiales",SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO
360010,E,"Captación, depuración y distribución de agua de fuentes subterráneas",SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO
370000,E,"Servicios de depuración de aguas residuales, alcantarillado y cloacas",SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO
381200,E,"Recolección, transporte, tratamiento y disposición final de residuos peligrosos",SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO
381100,E,"Recolección, transporte, tratamiento y disposición final de residuos no peligrosos",SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO
382020,E,Recuperación de materiales y desechos no metálicos,SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO
382010,E,Recuperación de materiales y desechos metálicos,SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO
390000,E,Descontaminación y otros servicios de gestión de residuos,SUMINISTRO DE AGUA; CLOACAS; GESTIÓN DE RESIDUOS Y RECUPERACIÓN DE MATERIALES Y SANEAMIENTO PUBLICO
410021,F,"Construcción, reforma y reparación de edificios no residenciales (Incluye construcción, reforma y reparación de restaurantes, bares, campamentos, bancos, oficinas, galerías comerciales, estaciones de servicio, edificios para tráfico y comunicaciones, garajes, edificios industriales y depósitos, escuelas, etc.)",CONSTRUCCIÓN
410011,F,"Construcción, reforma y reparación de edificios residenciales (Incluye la construcción, reforma y reparación  de viviendas unifamiliares y multifamiliares, bungaloes, cabañas, casas de campo, departamentos, albergues para ancianos, niños, estudiantes, etc.)",CONSTRUCCIÓN
421000,F,"Construcción, reforma y reparación de obras de infraestructura para el transporte (Incluye la construcción, reforma y reparación de calles, autopistas, carreteras, puentes, túneles, vías férreas y pistas de aterrizaje, la señalización mediante pintura, etc.)",CONSTRUCCIÓN
429010,F,"Construcción, reforma y reparación de obras hidráulicas (Incluye obras fluviales y canales, acueductos, diques, etc.)",CONSTRUCCIÓN
422100,F,Perforación de pozos de agua,CONSTRUCCIÓN
422200,F,"Construcción, reforma y reparación de redes distribución de electricidad, gas, agua, telecomunicaciones y de otros servicios públicos",CONSTRUCCIÓN
429090,F,"Construcción de obras de ingeniería civil n.c.p. (Incluye los trabajos generales de construcción para la minería y la industria,  de centrales eléctricas y nucleares, excavaciones de sepulturas, etc.)",CONSTRUCCIÓN
432110,F,"Instalación de sistemas de iluminación, control y señalización eléctrica para el transporte ",CONSTRUCCIÓN
433010,F,"Instalaciones de carpintería, herrería de obra y artística (Incluye instalación de puertas y ventanas, carpintería metálica y no metálica, etc.)",CONSTRUCCIÓN
433090,F,"Terminación de edificios n.c.p. (Incluye trabajos de ornamentación, limpieza exterior de edificios recién construídos, etc.)",CONSTRUCCIÓN
439990,F,"Actividades especializadas de construcción n.c.p. (Incluye el alquiler, montaje y desmantelamiento de andamios,  la construcción de chimeneas y hornos industriales, el acorazamiento de cajas fuertes y cámaras frigoríficas, el armado e instalación de compuertas para diques, etc.)",CONSTRUCCIÓN
431220,F,"Perforación y sondeo, excepto perforación de pozos de petróleo, de gas, de minas e hidráulicos  y prospección de yacimientos de petróleo (Incluye los trabajos de perforación, sondeo y muestreo con fines de construcción o para estudios geofísicos, geológicos u otros similares, las perforaciones horizontales para el paso de cables o cañerías de drenaje, etc.), (No incluye los servicios de perforación relacionados con la extracción de petróleo y gas, activ.091000, ni la perforación de pozos hidráulicos, activ.422100)",CONSTRUCCIÓN
432200,F,"Instalaciones de gas, agua, sanitarios y de climatización, con sus artefactos conexos (Incluye la instalación de compactadores, calderas, sistemas de calefacción central, etc.)",CONSTRUCCIÓN
432190,F,"Instalación, ejecución y mantenimiento de instalaciones eléctricas, electromecánicas y electrónicas n.c.p. (Incluye la instalación de antenas, pararrayos, sistemas de alarmas contra incendios y robos, sistemas de telecomunicación, etc.)",CONSTRUCCIÓN
433020,F,"Terminación y revestimiento de paredes y pisos (Incluye yesería, salpicré, el pulido de pisos y la colocación de revestimientos de cerámicas, de piedra tallada, de suelos flexibles, parqué, baldosas, empapelados, etc.)",CONSTRUCCIÓN
431210,F,"Movimiento de suelos y preparación de terrenos para obras (Incluye el drenaje, excavación de zanjas para construcciones diversas, el despeje de capas superficiales no contaminadas, movimientos de tierras para hacer terraplenes o desmontes previos a la construcción de vías, carreteras, autopistas, FFCC, etc.)",CONSTRUCCIÓN
431100,F,"Demolición y voladura de edificios y de sus partes (Incluye los trabajos de limpieza de escombros asociada a la demolición, los derribos y demolición de edificios y obras de ingeniería civil,.los trabajos de voladura y remoción de rocas) ",CONSTRUCCIÓN
439100,F,Alquiler de equipo de construcción o demolición dotado de operarios,CONSTRUCCIÓN
432910,F,"Instalaciones de ascensores, montacargas y  escaleras mecánicas",CONSTRUCCIÓN
439910,F,"Hincado de pilotes, cimentación y otros trabajos de hormigón armado",CONSTRUCCIÓN
433040,F,Pintura y trabajos de decoración,CONSTRUCCIÓN
432920,F,"Aislamiento térmico, acústico, hídrico y antivibratorio",CONSTRUCCIÓN
432990,F,Instalaciones para edificios y obras de ingeniería civil n.c.p. (Incluye instalación de puertas automáticas o giratorias),CONSTRUCCIÓN
433030,F,"Colocación de cristales en obra (Incluye la instalación y revestimiento de vidrio, espejos y otros artículos de vidrio, etc.)",CONSTRUCCIÓN
452210,G,Reparación de cámaras y cubiertas (Incluye reparación de llantas),COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
454010,G,"Venta de motocicletas y de sus partes, piezas y accesorios",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
452401,G,"Reparaciones eléctricas del tablero e instrumental, reparación y recarga de baterías, instalación de alarmas, radios, sistemas de climatización",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
451190,G,"Venta de vehículos automotores nuevos n.c.p. (Incluye casas rodantes, trailers, camiones, remolques, ambulancias, ómnibus, microbuses y similares, cabezas tractoras, etc.)",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
454020,G,Mantenimiento y reparación de motocicletas,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
453292,G,"Venta al por menor de partes, piezas y accesorios usados n.c.p.",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
451290,G,"Venta de vehículos automotores usados n.c.p. (Incluye, casas rodantes, trailers, camiones, remolques, ambulancias, ómnibus, microbuses y similares, cabezas tractoras, etc.)",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
452800,G,Mantenimiento y reparación de frenos y embragues,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
452910,G,Instalación y reparación de equipos de GNC,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
452990,G,"Mantenimiento y reparación del motor n.c.p., mecánica integral (Incluye auxilio y servicios de grúa para automotores) ",COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS
